SalePrice,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea
206000,20,6762,7,5,2006,2006,0,501,1187,1208,0,2,1,6,0,2,632
82000,20,10206,3,3,1952,1952,0,0,0,944,0,2,1,4,0,2,528
86000,30,5400,5,6,1920,1950,0,691,691,691,0,2,1,4,0,1,216
232000,20,11957,8,5,2006,2006,0,1550,1574,1574,0,3,1,7,1,3,824
136905,90,11500,5,6,1976,1976,0,1680,1680,1680,0,4,2,8,0,2,528
181000,120,3182,7,5,2005,2006,0,1330,1346,1504,0,1,1,7,1,2,457
149900,80,8385,5,8,1977,1977,0,390,985,985,0,3,1,6,0,1,328
163500,20,12155,6,3,1970,1970,0,420,1657,1657,0,3,1,7,1,2,484
88000,160,2217,4,4,1970,1970,273,0,546,546,546,3,1,6,0,1,286
240000,20,12118,7,5,2004,2005,0,1710,1710,1710,0,3,1,7,1,2,550
102000,50,6000,5,5,1926,1950,0,1008,1008,1008,0,4,1,7,0,0,0
135000,50,21286,5,5,1948,1950,0,720,720,720,551,4,1,7,1,1,312
100000,90,9825,5,5,1965,1965,0,0,0,1664,0,4,2,8,0,0,0
165000,70,10592,6,7,1923,1996,0,602,602,900,602,3,1,7,2,1,180
85000,30,7200,5,4,1910,2006,465,310,1022,1022,0,2,1,4,0,1,280
119200,20,11664,6,5,1948,1950,0,746,1082,1082,0,2,1,5,1,1,240
227000,60,8400,8,6,2001,2001,0,167,810,810,855,3,1,6,0,2,528
203000,20,11883,7,5,1996,1996,0,814,1504,1504,0,3,1,6,1,2,478
187500,120,5814,8,5,1984,1984,0,184,1220,1360,0,1,1,4,1,2,565
160000,80,10784,7,5,1991,1992,0,384,384,802,670,3,1,7,1,2,402
213490,120,3013,7,5,2005,2005,0,1346,1362,1506,0,2,1,6,1,2,440
176000,20,7024,4,5,2005,2005,0,108,1132,1132,0,2,1,5,0,2,451
194000,20,7406,7,5,2006,2006,0,515,1199,1220,0,2,1,6,0,2,632
87000,50,9439,5,5,1930,1950,0,588,912,912,336,2,1,6,0,1,160
191000,120,3182,7,5,2005,2006,0,1330,1346,1504,0,2,1,7,1,2,437
287000,20,15498,8,6,1976,1976,400,0,1565,2898,0,2,1,10,1,2,665
112500,20,7700,5,5,1972,1972,468,276,882,882,0,3,1,5,0,2,461
167500,20,9300,5,5,1960,1960,0,571,1268,1264,0,3,1,6,2,2,461
293077,20,9520,8,5,2007,2008,0,125,1638,1646,0,3,1,7,1,3,800
105000,50,9492,5,5,1941,1950,41,359,768,968,408,3,1,6,1,1,240
118000,160,1680,6,7,1972,1972,0,355,672,672,546,3,1,7,0,1,264
160000,190,7082,5,8,1916,1995,0,686,686,948,980,5,2,10,0,0,0
197000,75,15863,7,3,1920,1970,0,301,824,1687,998,5,1,12,2,2,672
310000,60,14541,8,7,1993,1993,0,326,1338,1352,1168,5,1,10,1,3,796
230000,20,8125,7,5,2002,2002,0,668,1654,1654,0,3,1,6,0,3,900
119750,30,6305,5,7,1938,1950,0,920,920,954,0,2,1,5,1,1,240
84000,20,11500,4,3,1957,1957,0,0,0,845,0,3,1,5,0,1,290
315500,20,12898,9,5,2007,2008,0,598,1620,1620,0,2,1,6,1,3,912
287000,60,9240,8,5,2001,2002,0,1055,1055,1055,1208,3,1,7,1,2,905
97000,160,1533,4,6,1970,2008,0,546,546,798,546,3,1,6,1,0,0
80000,180,1477,4,4,1970,1970,0,121,630,630,0,1,1,3,0,1,286
155000,20,13125,5,4,1957,2000,682,284,1134,1803,0,3,1,8,1,2,484
173000,60,9130,6,8,1966,2000,64,336,800,800,832,4,1,7,0,2,484
196000,120,5381,6,5,2005,2005,0,406,1306,1306,0,1,1,5,1,2,624
262280,60,11839,7,5,1990,1990,0,390,1475,1532,797,4,1,10,1,2,514
278000,20,9600,8,5,1981,1981,0,1420,2524,2524,0,4,1,9,1,2,542
139600,20,13680,3,5,1955,1955,0,0,0,1733,0,4,1,8,1,2,452
556581,60,16056,9,5,2005,2006,0,1752,1992,1992,876,4,1,11,1,3,716
145000,20,9245,5,5,1994,1995,0,304,990,990,0,3,1,5,0,2,672
115000,20,21750,5,4,1960,2006,0,0,0,1771,0,3,1,9,1,2,336
84900,20,11100,4,7,1946,2006,0,0,0,930,0,2,1,6,0,1,308
176485,20,8993,7,5,2007,2007,0,1302,1302,1302,0,3,1,6,0,2,436
200141,20,11175,7,5,2007,2007,0,1316,1316,1316,0,3,1,6,1,2,440
165000,60,9500,6,6,1964,1978,0,374,816,1127,850,4,1,9,1,2,540
144500,20,8562,5,6,1957,2002,0,833,1216,1526,0,4,1,7,1,1,364
255000,60,11367,8,5,2002,2002,0,133,1065,1091,898,3,1,7,1,2,586
180000,20,11361,6,5,1976,1976,0,549,1193,1523,0,3,1,7,1,2,478
185850,120,7052,7,5,2005,2005,0,705,1364,1364,0,2,1,6,1,2,484
248000,60,29959,7,6,1994,1994,0,378,973,979,871,3,1,7,1,2,467
335000,60,11308,9,5,2008,2008,0,168,1104,1130,1054,3,1,10,1,3,836
220000,50,11275,6,7,1932,1950,557,0,854,1096,895,3,1,7,1,2,432
213500,120,4920,8,5,2001,2001,0,722,1338,1338,0,2,1,6,0,2,582
81000,30,18000,3,4,1935,1950,0,894,894,894,0,2,1,6,0,3,1248
90000,190,13600,5,5,1900,1950,0,662,662,1422,915,5,2,10,0,2,560
110500,30,6000,6,6,1925,1980,0,706,1103,1103,0,2,1,5,1,2,440
154000,20,11000,5,6,1966,1966,230,184,1154,1154,0,3,1,6,1,2,480
328000,60,14000,7,5,1996,1997,0,105,1306,1306,954,3,1,7,0,2,533
178000,60,7837,6,7,1993,1994,0,799,799,799,772,3,1,7,1,2,380
167900,60,9760,6,6,1964,1964,106,0,780,798,813,4,1,7,0,2,442
151400,160,3964,6,4,1973,1973,0,105,942,1291,1230,5,1,10,1,2,576
135000,45,9600,5,7,1949,2003,0,625,845,893,0,2,1,4,0,2,576
135000,20,10152,5,5,1956,1956,0,462,1048,1048,0,3,1,6,0,1,286
154000,60,11700,6,6,1968,1968,0,429,727,829,727,4,1,8,0,2,441
91500,50,7585,5,3,1948,1950,0,810,810,1002,454,4,1,7,1,1,280
159500,60,7950,6,6,1977,1977,0,155,690,698,728,3,1,6,0,2,440
194000,20,8556,7,5,2006,2006,0,1240,1240,1240,0,2,1,5,0,3,826
219500,70,13125,7,6,1940,1984,0,390,800,960,780,3,1,6,2,1,240
170000,50,10800,5,8,1936,1989,0,170,796,1096,370,3,1,7,1,2,566
138800,20,15870,5,5,1969,1969,791,230,1096,1096,0,3,1,6,0,1,299
155900,120,4435,6,5,2004,2004,0,186,848,848,0,1,1,3,1,2,420
126000,20,8775,5,5,1994,1994,0,495,990,990,0,3,1,5,0,1,299
145000,20,11040,6,7,1971,2004,0,602,1258,1258,0,3,1,5,0,2,528
133000,20,7500,5,5,1963,1963,0,216,1040,1040,0,3,1,5,0,1,308
192000,20,8749,7,5,2002,2002,0,1459,1459,1459,0,3,1,6,1,2,527
160000,20,8800,6,6,1964,1964,0,698,1251,1251,0,3,1,6,2,1,461
187500,60,13031,6,5,1995,1996,0,99,691,691,807,3,1,6,1,2,409
147000,85,9069,6,6,1992,1992,0,189,936,996,0,2,1,5,0,2,564
83500,160,1974,4,5,1973,1973,0,212,546,546,546,3,1,6,0,1,286
252000,60,10574,8,5,2005,2006,0,1082,1082,1082,871,3,1,9,1,3,1043
137500,160,2522,7,5,2004,2004,0,970,970,970,739,3,1,7,0,2,380
197000,120,3316,8,5,2005,2005,0,208,1247,1247,0,1,1,4,1,2,550
92900,90,8544,3,4,1950,1950,0,0,0,1040,0,2,2,6,0,2,400
160000,160,2160,7,5,1999,2000,0,90,600,624,628,2,1,4,0,2,462
136500,50,8400,6,5,1925,1950,0,758,1181,1390,304,4,1,7,1,2,576
146000,20,9230,5,8,1965,1998,0,203,864,1200,0,1,1,6,0,2,884
129000,20,5868,5,7,1956,2000,240,448,936,936,0,2,1,4,0,1,308
176432,20,9317,6,5,2006,2006,0,1290,1314,1314,0,3,1,6,1,2,440
127000,70,6882,6,7,1914,2006,0,684,684,773,582,3,1,7,0,0,0
170000,120,3696,8,5,1986,1986,0,1074,1074,1088,0,2,1,5,0,2,461
128000,50,6000,4,6,1936,1950,0,0,672,757,567,3,1,6,0,1,240
157000,20,11880,7,5,1978,1978,0,567,1271,1601,0,3,1,7,1,2,478
60000,30,8400,2,5,1920,1950,0,0,290,438,0,1,1,3,0,1,246
119500,20,9758,5,5,1971,1971,287,251,950,950,0,3,1,5,0,1,280
135000,20,7000,5,7,1960,2002,0,422,1010,1134,0,2,1,6,0,1,254
159500,20,8910,6,6,1959,1959,0,0,655,1194,0,3,1,6,1,2,539
106000,160,2016,5,5,1970,1970,0,630,630,630,672,3,1,6,0,2,440
325000,60,12256,8,5,1994,1995,0,431,1463,1500,1122,3,1,9,2,2,712
179900,20,10357,7,5,1990,1991,0,172,910,1442,0,3,1,6,1,2,719
274725,60,23257,7,5,2006,2006,0,868,868,887,1134,3,1,9,1,2,422
181000,60,8063,6,5,2000,2000,0,924,924,948,742,3,1,7,1,2,463
280000,20,11362,8,5,2004,2005,0,797,1836,1836,0,3,1,7,1,3,862
188000,60,8000,6,5,1995,1996,0,554,773,773,885,3,1,8,1,2,431
205000,60,10480,7,6,1976,1976,0,400,803,1098,866,4,1,8,1,2,483
129900,20,7100,5,7,1957,1957,0,108,816,816,0,2,1,5,0,1,308
134500,20,8923,5,7,1953,2006,0,365,1008,1008,0,2,1,6,0,1,240
117000,20,5400,5,7,1954,2000,0,418,833,833,0,2,1,4,0,1,326
318000,20,12085,8,5,2007,2007,0,730,1734,1734,0,3,1,7,1,3,928
184100,80,7750,8,5,2002,2002,0,55,408,779,640,3,1,7,1,2,527
130000,20,9764,5,7,1967,2003,0,192,894,894,0,3,1,5,0,2,450
140000,80,13825,5,6,1958,1987,0,533,533,1021,580,3,1,6,0,1,300
133700,20,7560,5,5,1959,1959,0,671,1040,1040,0,3,1,6,0,1,286
118400,30,8263,6,5,1920,1950,0,1012,1012,1012,0,2,1,6,1,1,308
212900,20,10084,7,5,2005,2006,0,1528,1552,1552,0,3,1,7,0,3,782
112000,20,8926,4,3,1956,1956,0,672,672,960,0,3,1,5,0,1,288
118000,20,9405,5,9,1947,2008,0,698,698,698,0,2,1,4,0,0,0
163900,80,9125,7,5,1992,1992,0,384,384,812,670,3,1,7,1,2,392
115000,20,10434,4,5,1955,1955,0,1005,1005,1005,0,2,1,5,1,2,672
174000,120,3684,7,5,2007,2007,0,1373,1373,1555,0,2,1,7,1,3,660
259000,20,14572,7,5,2004,2004,0,230,1530,1530,0,3,1,7,1,3,630
215000,60,11796,7,5,2004,2005,0,847,847,847,1112,4,1,8,1,2,434
140000,90,7200,5,5,1980,1980,0,0,936,936,0,2,1,4,0,2,672
135000,50,7804,4,3,1928,1950,0,500,1122,1328,653,4,1,7,2,2,576
93500,20,10712,5,5,1991,1992,0,762,974,974,0,3,1,5,0,0,0
117500,70,9900,6,4,1880,1950,0,1008,1008,1178,1032,5,1,8,0,1,205
239500,60,9828,8,5,1995,1995,0,544,1128,1142,878,3,1,8,1,2,466
169000,60,8773,6,5,1997,1997,0,916,916,916,684,3,1,7,1,2,460
102000,30,6180,6,5,1926,1950,0,960,960,986,0,2,1,5,1,1,180
119000,50,9600,6,5,1950,1950,0,752,1032,1032,220,3,1,6,0,1,288
94000,50,6342,5,8,1875,1996,0,780,780,780,240,2,1,6,0,0,0
196000,20,9819,6,5,1977,1977,0,0,1567,1567,0,2,1,5,2,2,714
144000,30,8731,5,5,1920,1950,0,270,915,1167,0,3,1,6,1,2,495
139000,20,7350,5,7,1951,1951,0,100,952,952,0,2,1,4,0,2,840
197500,60,10304,5,7,1976,1976,0,399,780,1088,780,4,1,9,1,2,484
424870,60,9965,8,5,2006,2007,0,316,1466,1466,1362,4,1,11,1,3,1052
80000,20,9000,5,3,1959,1959,0,718,1006,1006,0,3,1,5,0,0,0
80000,190,12180,4,4,1941,1950,0,324,672,672,252,2,1,5,0,1,280
149000,50,6240,5,6,1928,1950,0,1042,1042,1042,534,3,1,8,1,1,225
180000,20,11200,6,5,1985,1985,0,40,1298,1298,0,3,1,5,1,2,403
174500,70,12000,7,7,1941,1950,0,429,704,860,704,3,1,7,1,1,234
116900,50,5700,7,7,1926,1950,0,572,572,572,539,2,1,5,1,1,288
143000,70,9000,7,9,1920,1988,0,26,650,832,650,3,1,7,0,2,324
124000,20,8280,6,5,1950,1950,0,932,932,932,0,2,1,4,1,1,306
149900,20,17755,5,4,1959,1959,0,1290,1466,1466,0,3,1,6,2,2,528
230000,20,14115,6,7,1956,2004,547,230,1073,1811,0,2,1,6,1,2,470
120500,30,5890,6,8,1930,2007,0,278,816,816,0,2,1,5,0,1,432
201800,60,13700,7,6,1965,1988,0,410,864,902,918,4,1,8,2,2,492
218000,20,10768,5,8,1976,2004,0,280,1437,1437,0,3,1,6,1,2,528
179900,80,9350,5,8,1965,1999,0,586,1219,1265,0,3,1,6,1,2,502
230000,120,5001,7,5,2007,2008,0,410,1314,1314,0,2,1,6,1,2,626
235128,20,11932,8,5,2007,2008,0,1580,1580,1580,0,3,1,7,0,3,830
185000,60,9120,6,6,1974,1974,0,459,901,943,933,4,1,8,1,2,540
146000,160,2280,6,5,1978,1978,0,544,855,855,601,3,1,7,1,2,440
224000,20,14778,6,7,1954,2006,0,568,1296,1640,0,3,1,7,1,2,924
129000,20,8724,5,5,1968,1968,0,402,894,894,0,3,1,5,1,2,450
108959,90,12900,4,4,1969,1969,0,0,1198,1258,0,0,2,6,0,2,400
194000,80,16157,5,7,1978,1978,391,289,1360,1432,0,2,1,5,1,2,588
233170,20,9541,7,5,2009,2009,0,1502,1502,1502,0,3,1,7,0,2,644
245350,20,10475,8,5,2008,2008,0,1694,1694,1694,0,3,1,7,0,3,776
173000,60,10852,6,5,2000,2000,0,173,959,959,712,3,1,7,1,2,472
235000,70,13728,6,7,1935,1986,0,501,1127,1236,872,4,1,7,2,2,540
625000,60,35760,10,5,1995,1996,0,543,1930,1831,1796,4,1,10,1,3,807
171000,80,9880,6,6,1977,1977,0,574,1096,1118,0,3,1,6,1,1,358
163000,20,9120,6,6,1958,1958,0,599,1261,1261,0,3,1,6,1,2,433
171900,160,4017,7,5,2006,2007,0,625,625,625,625,2,1,5,0,2,625
200500,50,18030,5,6,1946,1994,469,977,1598,1636,971,3,1,12,1,0,0
239000,70,16560,6,8,1932,1950,0,449,952,1170,1175,4,1,9,1,2,360
285000,50,10678,8,5,1992,2000,0,983,1683,2129,743,4,1,9,1,2,541
119500,20,6951,5,5,1984,1985,0,218,876,923,0,3,1,5,0,1,264
115000,50,3950,6,8,1926,2004,0,350,818,818,406,3,1,5,0,1,210
154900,50,7681,5,6,1921,1950,0,731,731,820,523,3,1,7,1,1,186
93000,20,8335,5,5,1954,1954,0,0,0,1124,0,3,1,5,1,0,0
250000,60,11170,7,5,1990,1991,0,0,1216,1298,1216,4,1,8,0,2,693
392500,120,5587,8,5,2008,2008,0,120,1600,1652,0,2,1,5,1,2,482
745000,60,15623,10,5,1996,1996,0,300,2396,2411,2065,4,1,10,2,3,813
120000,30,10800,5,6,1920,1950,0,299,1120,1130,0,2,1,5,1,2,720
186700,20,35133,5,4,1963,1963,0,413,1572,1572,0,3,1,5,2,3,995
104900,50,9738,5,7,1924,1950,0,392,784,949,272,4,1,7,0,1,392
95000,190,10615,3,5,1900,1970,0,538,978,1014,685,3,2,7,0,2,420
262000,20,12461,8,5,1994,1995,0,168,1624,1624,0,2,1,5,1,3,757
195000,60,8935,7,5,2002,2002,0,831,831,831,829,3,1,7,0,2,493
189000,60,7500,7,5,1999,1999,0,994,994,1028,776,3,1,7,1,2,442
168000,190,32463,4,4,1961,1975,0,90,1249,1622,0,3,1,7,1,4,1356
174000,160,2645,8,5,1999,2000,0,776,776,764,677,2,1,5,0,2,492
125000,50,9600,5,8,1925,1994,0,702,702,842,630,3,1,6,0,1,250
165000,120,4500,6,5,1999,1999,0,341,1224,1224,0,2,1,5,0,2,402
158000,60,9364,6,7,1969,1969,0,292,663,663,689,4,1,7,0,1,299
176000,60,8029,6,5,2005,2005,0,728,728,728,728,3,1,8,0,2,400
219210,60,14054,7,5,2006,2006,0,879,879,879,984,4,1,9,1,3,660
144000,75,8850,7,6,1916,1950,0,815,815,815,875,3,1,7,1,1,225
178000,20,9100,7,5,2001,2001,0,1212,1212,1212,0,3,1,6,0,2,573
148000,20,11235,4,5,1963,1979,0,504,1051,1382,0,3,1,6,1,2,459
116050,20,9353,4,5,1970,1970,0,864,864,864,0,3,1,5,0,1,280
197900,60,10400,7,5,1998,1998,0,866,866,866,913,3,1,6,0,2,546
117000,50,6000,5,8,1925,1997,0,884,884,884,464,3,1,5,1,1,216
213000,20,9750,7,5,2000,2001,0,1630,1630,1630,0,3,1,6,1,2,451
153500,20,10140,5,6,1975,1975,0,268,1056,1074,0,3,1,6,0,2,495
271900,20,14684,7,7,1990,1991,177,1496,2158,2196,0,3,1,7,1,3,701
107000,20,8900,4,4,1966,1966,0,0,1056,1056,0,2,1,5,0,1,384
200000,20,9135,6,5,2003,2003,0,1342,1682,1700,0,3,1,7,0,2,544
140000,20,7763,5,7,1962,1980,108,319,931,1283,0,3,1,6,0,2,506
290000,20,10182,8,5,2006,2006,0,440,1660,1660,0,3,1,8,1,2,500
189000,60,11218,6,5,1992,1992,0,1055,1055,1055,790,3,1,8,1,2,462
164000,50,12134,8,7,1988,2005,0,132,559,1080,672,4,1,8,0,2,492
113000,30,9340,4,6,1941,1950,0,328,672,672,0,2,1,4,0,1,234
145000,80,10246,4,9,1965,2001,0,0,648,960,0,0,1,3,0,1,364
134500,85,10205,5,5,1962,1962,0,141,925,999,0,3,1,6,0,1,300
125000,20,7094,5,5,1966,1966,374,340,894,894,0,3,1,5,0,1,384
112000,90,8930,6,5,1978,1978,0,0,0,1318,584,4,2,8,0,2,539
229456,20,8640,8,5,2009,2009,0,364,1300,1314,0,3,1,6,0,2,552
80500,50,6240,4,5,1947,1950,0,0,0,672,240,2,1,3,0,0,0
91500,160,1680,6,5,1971,1971,0,672,672,672,546,3,1,7,0,0,0
115000,20,7800,5,5,1964,1964,600,0,912,912,0,2,1,5,0,1,288
134000,20,8250,5,5,1968,1968,492,210,952,1211,0,3,1,5,1,1,322
143000,50,10496,6,6,1949,1950,0,844,1040,1168,678,3,1,7,1,1,315
137900,20,10680,5,3,1951,1951,0,1380,2136,2136,0,4,1,7,0,2,528
184000,60,15384,7,5,2004,2005,0,64,788,788,702,3,1,8,1,2,388
145000,80,10482,6,8,1958,1958,0,81,588,1138,0,3,1,6,0,1,264
214000,60,14598,6,5,2007,2007,0,894,894,894,1039,4,1,9,1,3,668
147000,20,8872,5,8,1965,2008,0,317,912,912,0,2,1,5,0,2,576
367294,120,8769,9,5,2008,2008,0,162,1702,1702,0,1,1,7,1,3,1052
127000,80,7910,5,5,1960,1960,0,409,1075,1507,0,4,1,7,0,1,404
190000,90,18890,5,5,1977,1977,211,652,1361,1361,1259,4,2,12,1,2,600
132500,90,7728,5,6,1962,1962,0,303,1106,1190,0,3,1,6,0,2,540
101800,90,9842,4,5,1962,1962,0,0,0,1224,0,2,2,6,0,2,462
142000,20,12160,5,5,1959,1959,0,188,1188,1188,0,3,1,6,0,2,531
130000,70,8525,5,6,1911,1950,0,940,940,1024,940,4,1,7,0,0,0
138887,70,13132,5,5,1914,1950,0,747,747,892,892,4,1,9,0,1,180
175500,160,2628,7,5,2003,2003,0,764,764,764,862,2,1,6,0,2,474
195000,60,12393,7,5,2004,2005,0,847,847,847,1101,4,1,8,1,2,434
142500,20,13072,6,5,2005,2005,0,1141,1141,1141,0,3,1,6,0,2,484
265900,20,9037,8,5,2006,2006,0,1048,1476,1484,0,2,1,6,1,2,472
224900,60,8158,7,5,2003,2003,0,334,884,884,884,3,1,8,0,2,543
248328,20,9849,7,6,2007,2007,0,1689,1689,1689,0,3,1,7,0,3,954
170000,85,10625,7,6,1974,1974,168,0,1053,1173,0,3,1,6,2,2,528
465000,20,13891,10,5,2006,2006,0,690,2076,2076,0,2,1,7,1,3,850
230000,70,11435,8,7,1929,1950,0,792,792,792,725,3,1,7,2,2,400
178000,80,12090,6,7,1984,2003,0,585,585,1140,728,3,1,7,1,2,477
186500,60,8125,7,5,2005,2006,0,756,756,756,797,3,1,6,0,2,615
169900,80,12328,6,5,1976,1976,0,473,1012,1034,0,3,1,6,0,3,888
129500,75,9600,6,5,1917,1950,0,416,735,1134,924,3,1,8,1,2,396
119000,20,7200,5,7,1950,1950,96,246,876,988,0,3,1,6,0,1,276
244000,20,11160,7,5,1968,1968,0,1045,2110,2110,0,3,1,8,2,2,522
171750,120,3136,7,5,2003,2003,0,1405,1405,1405,0,2,1,6,1,2,478
130000,20,9858,5,6,1968,1968,0,354,864,874,0,3,1,5,0,1,288
294000,60,17542,7,7,1974,2003,1031,36,1192,1516,651,3,1,9,2,2,518
165400,60,6931,7,5,2003,2004,0,746,746,760,896,3,1,7,1,2,397
127500,50,6240,6,6,1931,1950,0,459,884,959,408,3,1,6,1,1,560
301500,20,14303,8,5,1994,1994,0,672,1986,1987,0,2,1,7,1,2,691
99900,30,4060,5,8,1922,1950,0,864,864,864,0,2,1,4,0,0,0
190000,80,9587,7,5,2005,2005,0,201,856,1166,0,2,1,5,0,2,400
151000,20,9750,6,8,1969,1969,438,14,1054,1054,0,3,1,6,0,2,460
181000,60,24682,6,5,1999,1999,0,841,841,892,783,3,1,7,1,2,502
128900,20,9600,5,6,1956,1956,0,546,1050,1050,0,2,1,5,0,1,338
161500,50,11250,4,5,1957,1989,0,1104,1104,1104,684,5,1,8,2,1,304
180500,70,13515,6,6,1919,1950,0,764,764,1060,764,3,1,8,1,2,520
181000,120,4060,6,5,1998,1999,0,1139,1405,1337,0,2,1,5,0,2,511
183900,160,3735,7,5,1999,1999,0,241,691,713,739,3,1,6,0,2,506
122000,190,10120,7,4,1910,1950,0,925,925,964,925,4,2,9,1,1,308
378500,20,13214,9,5,2008,2009,0,2002,2002,2018,0,3,1,10,1,3,746
381000,50,14100,8,9,1935,1997,0,536,728,1968,1479,4,1,11,2,3,1014
144000,50,11344,5,5,1958,1958,0,414,874,874,650,3,1,7,0,1,315
260000,40,23595,7,6,1979,1979,0,74,1332,1332,192,0,1,4,1,2,586
185750,20,9156,6,7,1968,1968,0,1489,1489,1489,0,3,1,7,1,2,462
137000,20,13526,5,6,1965,1965,375,0,935,935,0,3,1,5,0,1,288
177000,80,11512,6,7,1959,2006,0,300,1019,1357,0,2,1,5,1,1,312
139000,50,5362,5,6,1910,2003,0,661,661,661,589,3,1,8,1,2,552
137000,90,11345,5,5,1948,1950,0,708,928,928,992,4,2,10,0,2,400
162000,60,12936,6,6,1972,1972,0,130,723,735,660,3,1,6,1,2,497
197900,80,17871,6,5,1967,1976,0,1152,1680,1724,0,3,1,7,1,2,480
237000,60,9473,8,5,2002,2002,0,324,1128,1128,903,3,1,7,1,2,577
68400,50,7500,4,4,1920,1950,0,698,698,698,430,2,1,6,0,2,528
227000,20,9808,7,5,2002,2002,0,785,1573,1573,0,3,1,6,0,2,544
180000,20,8049,7,5,1990,1990,0,256,1309,1339,0,2,1,6,1,2,484
150500,20,8800,5,7,1977,2008,144,364,1040,1040,0,3,1,5,0,2,484
139000,90,9400,6,5,1971,1971,0,912,912,912,912,4,2,8,0,0,0
169000,50,9638,6,7,1919,1990,0,804,804,1699,748,4,1,10,1,1,336
132500,50,6000,6,6,1939,1950,0,780,780,825,587,4,1,6,1,1,280
143000,20,9790,6,5,1963,1963,81,678,1328,1328,0,3,1,6,2,2,528
190000,20,36500,5,5,1964,1964,0,812,1624,1582,0,4,1,7,0,2,390
278000,120,5664,8,5,2000,2000,0,343,1501,1659,0,2,1,5,1,2,499
281000,60,11065,8,5,2006,2006,0,1085,1085,1120,850,3,1,8,1,3,753
180500,80,14112,5,7,1964,1964,0,138,1152,1152,0,3,1,6,1,2,484
119500,160,1680,5,7,1972,1972,0,399,630,630,672,3,1,6,0,1,264
107500,70,6600,5,4,1892,1965,0,994,994,1378,994,4,2,11,0,1,432
162900,60,10140,7,5,1976,1976,0,638,832,832,832,4,1,8,1,2,528
115000,20,8172,5,7,1955,1990,0,697,864,864,0,2,1,5,0,2,572
138500,20,8400,5,5,1968,1968,0,36,1052,1052,0,3,1,5,0,1,288
155000,20,8700,5,6,1963,1963,0,344,1120,1128,0,3,1,6,0,2,525
140000,180,3675,6,5,2005,2006,0,0,547,1072,0,2,1,5,0,2,525
160000,60,63887,10,5,2008,2008,0,466,6110,4692,950,3,1,12,3,2,1418
154000,20,7500,5,7,1959,1994,906,0,1246,1246,0,3,1,6,0,1,305
225000,60,10762,7,5,1999,1999,0,284,978,1005,978,3,1,9,1,2,490
177500,70,7500,6,7,1942,1950,0,224,771,753,741,3,1,7,2,1,213
290000,60,10120,8,5,1994,1994,0,425,1165,1203,1323,4,1,8,1,3,844
232000,20,8688,7,5,2005,2005,0,1616,1616,1616,0,3,1,7,0,3,834
130000,160,3363,7,5,2004,2004,0,976,976,976,732,3,1,7,0,2,380
325000,20,13173,9,5,2006,2007,0,80,1652,1652,0,2,1,6,2,2,840
202500,120,6955,7,5,2005,2006,0,1368,1368,1368,0,2,1,6,1,2,474
138000,20,8072,5,5,1994,1995,0,244,990,990,0,3,1,5,0,2,480
147000,20,12000,5,7,1948,2005,608,172,924,1122,0,2,1,6,0,2,528
179200,20,7153,6,5,1991,1991,0,78,1278,1294,0,3,1,6,0,2,496
335000,20,17500,7,8,1959,2002,0,496,1902,1902,0,3,1,7,2,2,567
203000,20,8814,7,5,2005,2007,0,349,1274,1274,0,3,1,6,0,2,508
302000,60,9572,8,5,1990,1990,0,971,1453,1453,1357,4,1,9,1,2,750
333168,60,14774,9,5,1999,1999,0,1393,1393,1422,1177,4,1,10,1,3,779
119000,20,8190,4,6,1954,1954,0,216,948,948,0,3,1,5,1,1,280
206900,60,11075,6,5,1969,1969,276,176,952,1092,1020,4,1,9,2,2,576
295493,20,10226,8,5,2008,2008,0,1622,1622,1630,0,3,1,8,1,3,860
208900,120,4230,7,5,2006,2007,0,1352,1352,1352,0,2,1,5,1,2,466
275000,20,14781,8,5,2001,2002,0,1753,1753,1787,0,3,1,7,1,3,748
111000,20,10215,4,5,1954,1954,0,372,864,948,0,3,1,5,0,1,248
156500,20,8400,6,3,1957,1957,661,628,1478,1478,0,3,1,6,2,2,442
72500,20,6627,3,6,1949,1950,0,0,0,720,0,2,1,4,0,1,287
190000,60,10186,7,5,1992,1992,0,76,750,1061,862,3,1,8,1,2,564
82500,30,5330,4,7,1940,1950,0,140,420,708,0,2,1,5,0,0,0
147000,20,9986,8,5,2006,2007,0,1795,1795,1795,0,2,1,7,1,3,895
55000,30,3636,4,4,1922,1950,0,796,796,796,0,2,1,5,0,0,0
79000,30,4270,3,6,1931,2006,0,0,544,774,0,3,1,6,0,0,0
130500,20,6600,5,9,1982,2008,0,175,816,816,0,3,1,5,1,1,264
256000,50,10440,6,7,1920,1950,0,1017,1510,1584,1208,5,1,8,2,2,520
176500,60,9084,7,5,1998,1998,0,935,935,955,677,3,1,8,1,2,462
227000,20,10000,8,5,2006,2006,0,1588,1588,1588,0,3,1,7,1,3,825
132500,80,10780,5,5,1976,1976,0,428,911,954,0,3,1,6,0,2,576
100000,20,8877,4,6,1938,1958,0,126,816,816,0,2,1,3,1,1,288
125500,50,7200,5,6,1938,1995,0,803,803,803,557,2,1,6,0,1,297
